,Date,RF Annual,RF Daily
446,2021-01-22,1.1,0.002034772399502005
447,2021-01-25,1.05,0.0019686195569201814
448,2021-01-26,1.05,0.0019686195569201814
449,2021-01-27,1.04,0.0019551960528259027
450,2021-01-28,1.07,0.0019952717664226682
451,2021-01-29,1.11,0.00204781431767298
452,2021-02-01,1.09,0.0020216683994638274
453,2021-02-02,1.12,0.0020607947402422333
454,2021-02-03,1.15,0.0020993727738805035
455,2021-02-04,1.15,0.0020993727738805035
456,2021-02-05,1.19,0.002149983369405639
457,2021-02-08,1.19,0.002149983369405639
458,2021-02-09,1.18,0.0021374176761705943
459,2021-02-10,1.15,0.0020993727738805035
460,2021-02-11,1.16,0.002112112913613462
461,2021-02-12,1.2,0.0021624919720331093
462,2021-02-15,,
463,2021-02-16,1.3,0.0022845484156153173
464,2021-02-17,1.29,0.0022725833915706595
465,2021-02-18,1.29,0.0022725833915706595
466,2021-02-19,1.34,0.0023318952768360823
467,2021-02-22,1.37,0.002366878714309184
468,2021-02-23,1.37,0.002366878714309184
469,2021-02-24,1.38,0.0023784417901981936
470,2021-02-25,1.54,0.002557138109255952
471,2021-02-26,1.44,0.002446818831841391
472,2021-03-01,1.45,0.0024580517515007116
473,2021-03-02,1.42,0.0024242145999113784
474,2021-03-03,1.47,0.0024803810696476525
475,2021-03-04,1.54,0.002557138109255952
476,2021-03-05,1.56,0.0025786814463322205
477,2021-03-08,1.59,0.0026106837665316185
478,2021-03-09,1.55,0.0025679308409012336
479,2021-03-10,1.53,0.0025463029194952025
480,2021-03-11,1.54,0.002557138109255952
481,2021-03-12,1.64,0.0026632083215918367
482,2021-03-15,1.62,0.0026423185336794663
483,2021-03-16,1.62,0.0026423185336794663
484,2021-03-17,1.63,0.0026527832304930055
485,2021-03-18,1.71,0.0027350997019228718
486,2021-03-19,1.74,0.00276534508135029
487,2021-03-22,1.69,0.0027147500416526693
488,2021-03-23,1.63,0.0026527832304930055
489,2021-03-24,1.62,0.0026423185336794663
490,2021-03-25,1.63,0.0026527832304930055
491,2021-03-26,1.67,0.0026942489344554676
492,2021-03-29,1.73,0.002755300139428263
493,2021-03-30,1.73,0.002755300139428263
494,2021-03-31,1.74,0.00276534508135029
495,2021-04-01,1.69,0.0027147500416526693
496,2021-04-02,1.72,0.002745218436428498
497,2021-04-05,1.73,0.002755300139428263
498,2021-04-06,1.67,0.0026942489344554676
499,2021-04-07,1.68,0.002704518559870639
500,2021-04-08,1.64,0.0026632083215918367
501,2021-04-09,1.67,0.0026942489344554676
502,2021-04-12,1.69,0.0027147500416526693
503,2021-04-13,1.64,0.0026632083215918367
504,2021-04-14,1.64,0.0026632083215918367
505,2021-04-15,1.56,0.0025786814463322205
506,2021-04-16,1.59,0.0026106837665316185
507,2021-04-19,1.61,0.002631813928654969
508,2021-04-20,1.58,0.0026000575868225795
509,2021-04-21,1.57,0.002589390253571189
510,2021-04-22,1.57,0.002589390253571189
511,2021-04-23,1.58,0.0026000575868225795
512,2021-04-26,1.58,0.0026000575868225795
513,2021-04-27,1.63,0.0026527832304930055
514,2021-04-28,1.63,0.0026527832304930055
515,2021-04-29,1.65,0.00267359410604473
516,2021-04-30,1.65,0.00267359410604473
517,2021-05-03,1.63,0.0026527832304930055
518,2021-05-04,1.61,0.002631813928654969
519,2021-05-05,1.59,0.0026106837665316185
520,2021-05-06,1.58,0.0026000575868225795
521,2021-05-07,1.6,0.0026212691094427143
522,2021-05-10,1.63,0.0026527832304930055
523,2021-05-11,1.64,0.0026632083215918367
524,2021-05-12,1.69,0.0027147500416526693
525,2021-05-13,1.66,0.0026839408795438224
526,2021-05-14,1.63,0.0026527832304930055
527,2021-05-17,1.64,0.0026632083215918367
528,2021-05-18,1.64,0.0026632083215918367
529,2021-05-19,1.68,0.002704518559870639
530,2021-05-20,1.63,0.0026527832304930055
531,2021-05-21,1.63,0.0026527832304930055
532,2021-05-24,1.61,0.002631813928654969
533,2021-05-25,1.56,0.0025786814463322205
534,2021-05-26,1.58,0.0026000575868225795
535,2021-05-27,1.61,0.002631813928654969
536,2021-05-28,1.58,0.0026000575868225795
537,2021-05-31,,
538,2021-06-01,1.62,0.0026423185336794663
539,2021-06-02,1.59,0.0026106837665316185
540,2021-06-03,1.63,0.0026527832304930055
541,2021-06-04,1.56,0.0025786814463322205
542,2021-06-07,1.57,0.002589390253571189
543,2021-06-08,1.53,0.0025463029194952025
544,2021-06-09,1.5,0.002513539223037764
545,2021-06-10,1.45,0.0024580517515007116
546,2021-06-11,1.47,0.0024803810696476525
