,Date,Ticker,Adj Close,Close,Daily Return,Fund
24,2023-05-16,AAPL,171.16102600097656,172.07000732421875,0.0,Grad
25,2023-05-16,ADBE,345.1099853515625,345.1099853515625,-0.0016201233963528683,Grad
26,2023-05-16,AMD,101.4800033569336,101.4800033569336,0.04188913518621096,Grad
27,2023-05-16,AMZN,113.4000015258789,113.4000015258789,0.01978421437062372,Grad
28,2023-05-16,BAC,26.519123077392578,27.360000610351562,-0.010488059733146926,Grad
29,2023-05-16,C,43.392250061035156,45.279998779296875,-0.016720989684533505,Grad
30,2023-05-16,CRM,204.2931365966797,204.55999755859375,0.006049270475443791,Grad
31,2023-05-16,CSCO,45.50423049926758,46.91999816894531,-0.0038215623267661147,Grad
32,2023-05-16,DIS,90.68445587158203,90.9800033569336,-0.020245458899898372,Grad
33,2023-05-16,GOOGL,119.51000213623047,119.51000213623047,0.02574886228645168,Grad
34,2023-05-16,GS,310.9774169921875,320.80999755859375,-0.003912266617113747,Grad
35,2023-05-16,IBM,119.59634399414062,123.45999908447266,0.0008106347205378839,Grad
36,2023-05-16,INTC,28.81796646118164,29.219999313354492,-0.01946314117020531,Grad
37,2023-05-16,JPM,130.85183715820312,134.32000732421875,-0.00672917205018575,Grad
38,2023-05-16,MA,378.0210876464844,380.239990234375,-0.008267880348075907,Grad
39,2023-05-16,MSFT,309.2022705078125,311.739990234375,0.007367587348295013,Grad
40,2023-05-16,NFLX,333.75,333.75,-0.006371176739735418,Grad
41,2023-05-16,NVDA,292.0363464355469,292.1300048828125,0.008980125738630385,Grad
42,2023-05-16,ORCL,96.86033630371094,98.25,0.010178908686294896,Grad
43,2023-05-16,PYPL,60.79999923706055,60.79999923706055,-0.023293184946818535,Grad
44,2023-05-16,TSLA,166.52000427246094,166.52000427246094,0.001021930644472091,Grad
45,2023-05-16,TXN,158.3662567138672,163.3800048828125,-0.011376133191098314,Grad
46,2023-05-16,V,229.12149047851562,230.47000122070312,-0.010051118253410096,Grad
47,2023-05-16,WFC,37.49214553833008,38.38999938964844,-0.00980139690937376,Grad
48,2023-05-17,AAPL,171.77774047851562,172.69000244140625,0.0036031244492280567,Grad
49,2023-05-17,ADBE,356.6300048828125,356.6300048828125,0.0333807192495883,Grad
50,2023-05-17,AMD,103.75,103.75,0.022368905872836686,Grad
51,2023-05-17,AMZN,115.5,115.5,0.018518504813616277,Grad
52,2023-05-17,BAC,27.691930770874023,28.56999969482422,0.04422498021743637,Grad
53,2023-05-17,C,45.117210388183594,47.08000183105469,0.03975272830337495,Grad
54,2023-05-17,CRM,209.1068572998047,209.3800048828125,0.023562811670116757,Grad
55,2023-05-17,CSCO,46.192806243896484,47.630001068115234,0.015132125894096626,Grad
56,2023-05-17,DIS,92.46863555908203,92.7699966430664,0.019674592192807205,Grad
57,2023-05-17,GOOGL,120.83999633789062,120.83999633789062,0.011128727118120851,Grad
58,2023-05-17,GS,320.06024169921875,330.17999267578125,0.029207345005568097,Grad
59,2023-05-17,IBM,121.77593231201172,125.70999908447266,0.018224539689757346,Grad
60,2023-05-17,INTC,28.4727840423584,28.8700008392334,-0.01197802833479622,Grad
61,2023-05-17,JPM,134.87518310546875,138.4499969482422,0.030747340156954017,Grad
62,2023-05-17,MA,384.7416687011719,387.0,0.01777832315262895,Grad
63,2023-05-17,MSFT,312.1247253417969,314.0,0.009451595647033129,Grad
64,2023-05-17,NFLX,339.9599914550781,339.9599914550781,0.018606715970271637,Grad
65,2023-05-17,NVDA,301.6832580566406,301.7799987792969,0.03303325678066882,Grad
66,2023-05-17,ORCL,98.35884094238281,99.7699966430664,0.015470776747803505,Grad
67,2023-05-17,PYPL,61.459999084472656,61.459999084472656,0.01085526078444099,Grad
68,2023-05-17,TSLA,173.86000061035156,173.86000061035156,0.04407876621166107,Grad
69,2023-05-17,TXN,160.26609802246094,165.33999633789062,0.011996503219914745,Grad
70,2023-05-17,V,231.2887420654297,232.64999389648438,0.009458962502329138,Grad
71,2023-05-17,WFC,39.51373291015625,40.459999084472656,0.05392029031145751,Grad
72,2023-05-18,AAPL,174.12527465820312,175.0500030517578,0.01366611397465145,Grad
73,2023-05-18,ADBE,360.42999267578125,360.42999267578125,0.010655266637526584,Grad
74,2023-05-18,AMD,107.93000030517578,107.93000030517578,0.04028915956795931,Grad
75,2023-05-18,AMZN,118.1500015258789,118.1500015258789,0.022943736154795724,Grad
76,2023-05-18,BAC,27.595003128051758,28.469999313354492,-0.0035002125212667545,Grad
77,2023-05-18,C,44.45597457885742,46.38999938964844,-0.014655955092014117,Grad
78,2023-05-18,CRM,213.04171752929688,213.32000732421875,0.01881746146588892,Grad
79,2023-05-18,CSCO,46.745609283447266,48.20000076293945,0.011967297172464475,Grad
80,2023-05-18,DIS,93.4554214477539,93.76000213623047,0.0106715740175638,Grad
81,2023-05-18,GOOGL,122.83000183105469,122.83000183105469,0.01646810289202305,Grad
82,2023-05-18,GS,319.4786376953125,329.5799865722656,-0.0018171704202261107,Grad
83,2023-05-18,IBM,122.20216369628906,126.1500015258789,0.003500128278100645,Grad
