,ClientAccountID,AccountAlias,Model,CurrencyPrimary,FXRateToBase,AssetClass,SubCategory,Symbol,Description,Conid,SecurityID,SecurityIDType,CUSIP,ISIN,FIGI,ListingExchange,UnderlyingConid,UnderlyingSymbol,UnderlyingSecurityID,UnderlyingListingExchange,Issuer,IssuerCountryCode,Multiplier,Strike,Expiry,Put/Call,PrincipalAdjustFactor,ReportDate,Quantity,MarkPrice,PositionValue,OpenPrice,CostBasisPrice,CostBasisMoney,PercentOfNAV,FifoPnlUnrealized,Side,LevelOfDetail,OpenDateTime,HoldingPeriodDateTime,VestingDate,Code,OriginatingOrderID,OriginatingTransactionID,AccruedInterest,SerialNumber,DeliveryType,CommodityType,Fineness,Weight
72,U12702064,,,USD,1,STK,COMMON,DRI,DARDEN RESTAURANTS INC,661440,US2371941053,ISIN,237194105,US2371941053,BBG000BBNYF6,NYSE,,,,,,US,1,,,,,20240510,246,148.25,36469.5,160.875,160.875,39575.25,2.71,-3105.75,Long,SUMMARY,,,,,,,,,,,0.0,0.0
73,U12702064,,,USD,1,STK,COMMON,GEF,GREIF INC-CL A,4812174,US3976241071,ISIN,397624107,US3976241071,BBG000BLFNC0,NYSE,,,,,,US,1,,,,,20240510,440,64.06,28186.4,63.375,63.375,27885,2.10,301.4,Long,SUMMARY,,,,,,,,,,,0.0,0.0
74,U12702064,,,USD,1,STK,ETF,IWV,ISHARES RUSSELL 3000 ETF,10205675,US4642876894,ISIN,464287689,US4642876894,BBG000BWDVW8,ARCA,,,,,,US,1,,,,,20240510,2242,297.71,667465.82,251.129061998,251.129061998,563031.357,49.64,104434.463,Long,SUMMARY,,,,,,,,,,,0.0,0.0
75,U12702064,,,USD,1,STK,COMMON,KLAC,KLA CORP,270957,US4824801009,ISIN,482480100,US4824801009,BBG000BMTFR4,NASDAQ,,,,,,US,1,,,,,20240510,49,718.27,35195.23,543.310096673,543.310096673,26622.194737,2.62,8573.035263,Long,SUMMARY,,,,,,,,,,,0.0,0.0
76,U12702064,,,USD,1,STK,COMMON,LULU,LULULEMON ATHLETICA INC,45157951,US5500211090,ISIN,550021109,US5500211090,BBG000R8ZVD1,NASDAQ,,,,,,CA,1,,,,,20240510,98,352.96,34590.08,384.980204082,384.980204082,37728.06,2.57,-3137.98,Long,SUMMARY,,,,,,,,,,,0.0,0.0
77,U12702064,,,USD,1,STK,COMMON,MELI,MERCADOLIBRE INC,45602025,US58733R1023,ISIN,58733R102,US58733R1023,BBG000GQPB11,NASDAQ,,,,,,UY,1,,,,,20240510,33,1693.97,55901.01,1529.78030303,1529.78030303,50482.75,4.16,5418.26,Long,SUMMARY,,,,,,,,,,,0.0,0.0
78,U12702064,,,USD,1,STK,COMMON,MP,MP MATERIALS CORP,455592408,US5533681012,ISIN,553368101,US5533681012,BBG00TJGL0F0,NYSE,,,,,,US,1,,,,,20240510,1235,16.13,19920.55,15.855,15.855,19580.925,1.48,339.625,Long,SUMMARY,,,,,,,,,,,0.0,0.0
79,U12702064,,,USD,1,STK,COMMON,MTN,VAIL RESORTS INC,2586162,US91879Q1094,ISIN,91879Q109,US91879Q1094,BBG000BCMWM1,NYSE,,,,,,US,1,,,,,20240510,83,198.52,16477.16,216.622048193,216.622048193,17979.63,1.23,-1502.47,Long,SUMMARY,,,,,,,,,,,0.0,0.0
80,U12702064,,,USD,1,STK,COMMON,NFLX,NETFLIX INC,15124833,US64110L1061,ISIN,64110L106,US64110L1061,BBG000CL9VN6,NASDAQ,,,,,,US,1,,,,,20240510,78,610.87,47647.86,606.182820513,606.182820513,47282.26,3.54,365.6,Long,SUMMARY,,,,,,,,,,,0.0,0.0
81,U12702064,,,USD,1,STK,COMMON,RMD,RESMED INC,4817352,US7611521078,ISIN,761152107,US7611521078,BBG000L4M7F1,NYSE,,,,,,US,1,,,,,20240510,167,213.82,35707.94,184.980928144,184.980928144,30891.815,2.66,4816.125,Long,SUMMARY,,,,,,,,,,,0.0,0.0
82,U12702064,,,USD,1,STK,COMMON,RSG,REPUBLIC SERVICES INC,6478024,US7607591002,ISIN,760759100,US7607591002,BBG000BPXVJ6,NYSE,,,,,,US,1,,,,,20240510,247,189.24,46742.28,191.08,191.08,47196.76,3.48,-454.48,Long,SUMMARY,,,,,,,,,,,0.0,0.0
83,U12702064,,,USD,1,STK,ETF,VOO,VANGUARD S&P 500 ETF,136155102,US9229083632,ISIN,922908363,US9229083632,BBG0015VYNT4,ARCA,,,,,,US,1,,,,,20240510,343,478.74,164207.82,468.22,468.22,160599.46,12.21,3608.36,Long,SUMMARY,,,,,,,,,,,0.0,0.0
84,ClientAccountID,AccountAlias,Model,CurrencyPrimary,FXRateToBase,AssetClass,SubCategory,Symbol,Description,Conid,SecurityID,SecurityIDType,CUSIP,ISIN,FIGI,ListingExchange,UnderlyingConid,UnderlyingSymbol,UnderlyingSecurityID,UnderlyingListingExchange,Issuer,IssuerCountryCode,Multiplier,Strike,Expiry,Put/Call,PrincipalAdjustFactor,ReportDate,Quantity,MarkPrice,PositionValue,OpenPrice,CostBasisPrice,CostBasisMoney,PercentOfNAV,FifoPnlUnrealized,Side,LevelOfDetail,OpenDateTime,HoldingPeriodDateTime,VestingDate,Code,OriginatingOrderID,OriginatingTransactionID,AccruedInterest,SerialNumber,DeliveryType,CommodityType,Fineness,Weight
85,U12702064,,,USD,1,STK,COMMON,AAPL,APPLE INC,265598,US0378331005,ISIN,037833100,US0378331005,BBG000B9XRY4,NASDAQ,,,,,,US,1,,,,,20240513,130,186.28,24216.4,194.342692308,194.342692308,25264.55,1.80,-1048.15,Long,SUMMARY,,,,,,,,,,,0.0,0.0
86,U12702064,,,USD,1,STK,COMMON,C,CITIGROUP INC,87335484,US1729674242,ISIN,172967424,US1729674242,BBG000FY4S11,NYSE,,,,,,US,1,,,,,20240513,270,63.4,17118,46.085,46.085,12442.95,1.27,4675.05,Long,SUMMARY,,,,,,,,,,,0.0,0.0
87,U12702064,,,USD,1,STK,COMMON,CMG,CHIPOTLE MEXICAN GRILL INC,37655664,US1696561059,ISIN,169656105,US1696561059,BBG000QX74T1,NYSE,,,,,,US,1,,,,,20240513,12,3195.4,38344.8,2120.2,2120.2,25442.4,2.85,12902.4,Long,SUMMARY,,,,,,,,,,,0.0,0.0
88,U12702064,,,USD,1,STK,COMMON,COKE,COCA-COLA CONSOLIDATED INC,267892,US1910981026,ISIN,191098102,US1910981026,BBG000BG1SX2,NASDAQ,,,,,,US,1,,,,,20240513,80,952.01,76160.8,806.2125,806.2125,64497,5.66,11663.8,Long,SUMMARY,,,,,,,,,,,0.0,0.0
89,U12702064,,,USD,1,STK,COMMON,DRI,DARDEN RESTAURANTS INC,661440,US2371941053,ISIN,237194105,US2371941053,BBG000BBNYF6,NYSE,,,,,,US,1,,,,,20240513,246,149.06,36668.76,160.875,160.875,39575.25,2.73,-2906.49,Long,SUMMARY,,,,,,,,,,,0.0,0.0
90,U12702064,,,USD,1,STK,COMMON,GEF,GREIF INC-CL A,4812174,US3976241071,ISIN,397624107,US3976241071,BBG000BLFNC0,NYSE,,,,,,US,1,,,,,20240513,440,64.15,28226,63.375,63.375,27885,2.10,341,Long,SUMMARY,,,,,,,,,,,0.0,0.0
91,U12702064,,,USD,1,STK,ETF,IWV,ISHARES RUSSELL 3000 ETF,10205675,US4642876894,ISIN,464287689,US4642876894,BBG000BWDVW8,ARCA,,,,,,US,1,,,,,20240513,2242,297.76,667577.92,251.129061998,251.129061998,563031.357,49.64,104546.563,Long,SUMMARY,,,,,,,,,,,0.0,0.0
92,U12702064,,,USD,1,STK,COMMON,KLAC,KLA CORP,270957,US4824801009,ISIN,482480100,US4824801009,BBG000BMTFR4,NASDAQ,,,,,,US,1,,,,,20240513,49,714.15,34993.35,543.310096673,543.310096673,26622.194737,2.60,8371.155263,Long,SUMMARY,,,,,,,,,,,0.0,0.0
93,U12702064,,,USD,1,STK,COMMON,LULU,LULULEMON ATHLETICA INC,45157951,US5500211090,ISIN,550021109,US5500211090,BBG000R8ZVD1,NASDAQ,,,,,,CA,1,,,,,20240513,98,347.16,34021.68,384.980204082,384.980204082,37728.06,2.53,-3706.38,Long,SUMMARY,,,,,,,,,,,0.0,0.0
94,U12702064,,,USD,1,STK,COMMON,MELI,MERCADOLIBRE INC,45602025,US58733R1023,ISIN,58733R102,US58733R1023,BBG000GQPB11,NASDAQ,,,,,,UY,1,,,,,20240513,33,1677.34,55352.22,1529.78030303,1529.78030303,50482.75,4.12,4869.47,Long,SUMMARY,,,,,,,,,,,0.0,0.0
95,U12702064,,,USD,1,STK,COMMON,MP,MP MATERIALS CORP,455592408,US5533681012,ISIN,553368101,US5533681012,BBG00TJGL0F0,NYSE,,,,,,US,1,,,,,20240513,1235,16.35,20192.25,15.855,15.855,19580.925,1.50,611.325,Long,SUMMARY,,,,,,,,,,,0.0,0.0
96,U12702064,,,USD,1,STK,COMMON,MTN,VAIL RESORTS INC,2586162,US91879Q1094,ISIN,91879Q109,US91879Q1094,BBG000BCMWM1,NYSE,,,,,,US,1,,,,,20240513,83,203.04,16852.32,216.622048193,216.622048193,17979.63,1.25,-1127.31,Long,SUMMARY,,,,,,,,,,,0.0,0.0
97,U12702064,,,USD,1,STK,COMMON,NFLX,NETFLIX INC,15124833,US64110L1061,ISIN,64110L106,US64110L1061,BBG000CL9VN6,NASDAQ,,,,,,US,1,,,,,20240513,78,616.59,48094.02,606.182820513,606.182820513,47282.26,3.58,811.76,Long,SUMMARY,,,,,,,,,,,0.0,0.0
98,U12702064,,,USD,1,STK,COMMON,RMD,RESMED INC,4817352,US7611521078,ISIN,761152107,US7611521078,BBG000L4M7F1,NYSE,,,,,,US,1,,,,,20240513,167,217.89,36387.63,184.980928144,184.980928144,30891.815,2.71,5495.815,Long,SUMMARY,,,,,,,,,,,0.0,0.0
99,U12702064,,,USD,1,STK,COMMON,RSG,REPUBLIC SERVICES INC,6478024,US7607591002,ISIN,760759100,US7607591002,BBG000BPXVJ6,NYSE,,,,,,US,1,,,,,20240513,247,188.23,46492.81,191.08,191.08,47196.76,3.46,-703.95,Long,SUMMARY,,,,,,,,,,,0.0,0.0
100,U12702064,,,USD,1,STK,ETF,VOO,VANGUARD S&P 500 ETF,136155102,US9229083632,ISIN,922908363,US9229083632,BBG0015VYNT4,ARCA,,,,,,US,1,,,,,20240513,343,478.77,164218.11,468.22,468.22,160599.46,12.21,3618.65,Long,SUMMARY,,,,,,,,,,,0.0,0.0
