Y,X
-0.0002893724930067565,0.00017736378567168032
-0.003156591200701442,-0.0022305464720379087
-0.008277011526094724,-0.009109209067037716
-0.014882093993507928,-0.016927370567843436
-0.0016061933256488192,-0.0024101728718617377
0.0034975596072825965,0.003903791489637598
-0.013305561299812863,-0.018664271566658952
0.001439054384432037,0.001568812051903512
0.0061180954081530015,0.0062069753963360785
-0.0031301438308384277,-0.0034562006057726746
-0.0015203089345257048,-0.0012064242753793142
-0.012794221312704468,-0.01478595972976915
0.0063016221968279496,0.006984960749490066
-0.0027654885643728644,-0.00043387197266842037
0.011433430843317938,0.01176138029768592
0.005388699659568896,0.00627445477048405
0.00664105080246169,0.005917965493670518
0.002808903645703298,0.0035664427854544822
-0.008237031252493976,-0.008017501011439165
-0.005844425618835691,-0.005611094776702519
0.011587284921654506,0.010938954387353261
0.0017002770457508198,0.0009375002241178709
-0.01302841389650855,-0.014513325358433526
-0.009059721931080622,-0.009947539551379059
-0.011033372788882612,-0.012615413241139573
-0.003756746126662436,-0.0028491121260181274
0.007871958758997044,0.007435943467810402
-0.014750139549989716,-0.014689596354751311
-0.008677529742512458,-0.010855520788395467
-0.005124131440181756,-0.005206037036800337
0.009395750229367783,0.010761313797043037
0.006137815145160763,0.007148287094326022
0.007718237803327144,0.00952569109940149
0.018007356406066544,0.019609976436254284
0.012381880768202569,0.01076164577376404
-0.000683383621813749,0.00041065454565858417
0.0019393582808728826,0.0024622381231456103
0.0008728050689612576,0.00016007631597214633
-0.012034929041407905,-0.008849704079156417
0.013219022817200665,0.01469875563309242
0.00020342820097973835,-0.0006713124972489437
0.024353224847031285,0.022500130217561365
0.0039721119820290696,0.0013688216925324959
-0.0018922724178559447,-0.00033939820003203724
0.003469234953542344,0.0020987599414978853
0.008439392118706035,0.007513286835162836
-0.004084302088165015,-0.0025913189985059537
0.005688727020895401,0.004349253105291551
-0.00015320516826866637,-0.00015320516826866637
0.0024704543087072928,0.0005092912183712883
-0.0026466676711566217,-0.001854330039654406
0.0006190323080319526,0.00018562131484523015
0.0025440096208564356,0.0010028277480014225
0.0038104388810249468,0.003950095295907063
0.009340767760276147,0.007924683246873787
-0.004071048827432144,-0.0038031155175126674
-0.0025844001323460652,-0.0015732841388024221
-0.0021821211733817902,-0.004012438671000651
0.007171356399327422,0.0074720687486762305
0.004786928437897187,0.004080604102528973
0.00315649791625372,0.0040625488923609065
0.005095267920286473,0.00409607703593573
0.017131758540015696,0.015475795382584145
0.009502015751544413,0.0062660521420536686
-0.004134318270955228,-0.004088041339342041
0.002627152401748045,0.0056271049459828415
0.009184108526769652,0.00729077970785208
-0.014576680638132333,-0.018778778353720993
0.012012469317706609,0.010720893376555019
0.0020266130029806817,0.0023810439227072155
-0.00015320516826866637,-0.00015320516826866637
0.0053669665351703255,0.004528105543831762
0.0023261453908016705,0.0021603698797307835
-0.0005821043413891669,-0.0003557238824174469
-0.004597318895639413,-0.0040235684638310065
-0.00015485697851902458,-0.00015485697851902458
-0.00925411553387967,-0.006551358272798402
-0.01051565480137795,-0.010860030888784511
-0.001545244380245836,-0.0028500104408409888
0.0033273508994813294,0.0019542147347242356
0.015622242997761937,0.014311525430771965
-0.00499736082698965,-0.0028736373399458337
0.003076458546014349,0.005102877264449246
-0.0009893147312911577,-0.0011320756907119423
0.0007448399705145548,0.000623370877582019
-0.00015348048101615497,-0.00015348048101615497
-0.005586372208767121,-0.004549872294353774
-0.005858641394714592,-0.005956694608121649
0.00846834912955785,0.008151479282161755
0.01148582180280755,0.011946546512019873
0.00263242168493516,0.004400355121809696
0.0016608817251140273,0.0016850404530610597
-0.0010679118976378854,-0.00034081355633253096
0.001185470540649547,0.0053681726546737085
-0.0023028568736187527,-0.0012266656470321102
0.008578348803494507,0.008901352130882279
-0.0011580021282723285,-0.0012533913349530579
-0.01734775393386989,-0.017815249052213655
0.01193145159853981,0.012802467711968912
0.007686207642461307,0.009026415095866547
-0.005195436503794948,-0.004929236705887741
0.001152340895791859,0.0034315165901517286
0.007114002670812969,0.008379257569644638
0.003566791520260404,0.0017267004551053677
0.006963659986389592,0.006650892550146059
0.0007123669188420223,0.00016162924939511214
-0.015478154152374968,-0.015653739395548927
0.012311732299753242,0.010670345230719303
0.007051247314221909,0.007868503649995029
-0.005807590361973203,-0.0056438664284891304
-0.00015155319904436304,-0.00015155319904436304
-0.0067896574032499935,-0.006774600196856162
-0.0002813478397608593,0.0004534593286285027
0.019330784750517527,0.018870773696678445
0.0008532354131953745,0.000812956796973463
-0.002123356019845146,-0.00300095015536328
0.0027250719670761647,0.002402527258859921
-0.002156016935424221,-0.0020459780510042602
0.0056845956961353306,0.005115870128268307
0.009808358069533396,0.008194716372138755
3.3971227917151126e-05,-0.001062194360818447
-0.011479416499820205,-0.011027373706404053
0.004320140630516667,0.0063570571683480015
0.009462798151337548,0.009470972907909214
-0.007390823866729401,-0.0063206161722817455
-0.002612807797929495,-0.0018654884305552288
0.007879650965347818,0.009497059895418047
-0.0009728590957818195,-0.0003894930733064905
-0.011139661591078598,-0.004112179386542403
-0.0018925449704307873,-0.006880026097886183
0.005152979719464268,0.005491458489562229
0.0065390958214901485,0.005731899366866022
0.008931727042892357,0.009536429448073536
0.009060502373313462,0.0017648894740249776
-0.00286479852862509,-0.0027596796447652006
-0.004150731455530243,-0.0030681242266544784
-0.0007289876223823821,-0.002042690118950752
0.0074645386172553785,0.009782228506070467
0.0028287410672918067,0.000440074886962849
-0.0001546743486811053,-0.00015182853828932252
-0.006476843497722817,-0.0033509754324507757
-0.008405203399043493,-0.007807618856556342
0.004537536086892002,0.0018534876226325991
-0.012632830387112937,-0.012557558324737705
0.007459129355210425,0.010232054343159325
0.002148562124228093,0.0008001715220053995
0.0005088590062904963,0.001632538092570579
-0.009826369432767601,-0.011736273832336774
0.0037024506983414085,0.0072513348626539464
-0.015367970530661412,-0.014932371880919337
